Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,6.143893776088588,6.148840045186392,6.114615365959999,6.125414010141391,457.334015,21056800
2014-09-18,6.124376965394908,6.124376965394908,6.0236993869241315,6.0507706577174805,424.440002,34483200
2014-09-19,6.04997634318512,6.058737586197324,5.9520270442575125,5.978369150466204,394.79599,37919700
2014-09-20,5.978057584079354,6.048071674295142,5.965846683855202,6.013480390101126,408.903992,36863600
2014-09-21,6.01147546398489,6.022056783618937,5.974270065640589,5.988512729778689,398.821014,26580100
2014-09-22,5.989212027088514,6.008606739072585,5.984263695594933,5.996830146499367,402.152008,24127600
2014-09-23,5.996680943026869,6.090307132886396,5.981911539586444,6.077162736202021,435.790985,45099500
2014-09-24,6.077070995355578,6.077899091094773,6.042946297611563,6.047856664501124,423.204987,30627700
2014-09-25,6.047740919563775,6.0486007125059915,6.01485872441306,6.019988845988795,411.574005,26814400
2014-09-26,6.019636431713059,6.028129082559421,5.991487054354692,6.002466275544001,404.424988,21460800
2014-09-27,6.000315263705944,6.007886431814757,5.984872892307389,5.990263798998423,399.519989,15029300
2014-09-28,5.990141191859556,5.994003815435611,5.925143106847615,5.932725178334747,377.181,23613300
2014-09-29,5.932054211653613,5.953791233514236,5.919538780672004,5.928170611152864,375.46701,32497700
2014-09-30,5.929823193125777,5.96864870914883,5.922765363740453,5.958279979716938,386.944,34707300
2014-10-01,5.959527449111812,5.969676394861082,5.942221777903342,5.949639419409503,383.61499,26229400
2014-10-02,5.9506113203291715,5.954533434218421,5.921433674584304,5.927117983545377,375.071991,21777700
2014-10-03,5.92740857619099,5.934087010144668,5.880139079220514,5.884747536827193,359.511993,30901200
2014-10-04,5.885803980883931,5.8984908855177665,5.786547583998422,5.79565036384322,328.865997,47236500
2014-10-05,5.795802353412603,5.834228681736352,5.667450350842126,5.7699135083223,320.51001,83308096
2014-10-06,5.769535907489597,5.843932756110731,5.712279598299888,5.79933205004554,330.07901,79011800
2014-10-07,5.8008608327357996,5.826728482169112,5.769826096935576,5.817667588461484,336.187012,49199900
2014-10-08,5.817456329551994,5.870324672943273,5.790534892563266,5.8662980764817725,352.940002,54736300
2014-10-09,5.8657538812906855,5.947319362423709,5.851302684275296,5.899968586661794,365.026001,83641104
2014-10-10,5.899039484348018,5.927104639351424,5.866363272406763,5.890433567689591,361.562012,43665700
2014-10-11,5.889880225977922,5.905882175875826,5.874793050026146,5.892469868115357,362.299011,13345200
2014-10-12,5.893316812249481,5.938678070056803,5.87533517714249,5.936345551945189,378.549011,17552800
2014-10-13,5.9346851526075985,5.984505420963136,5.9105174804167415,5.967207717113081,390.414001,35221400
2014-10-14,5.970475780927128,6.0202900659998875,5.969535874127471,5.993637172746729,400.869995,38491500
2014-10-15,5.993849169135532,5.997016581004504,5.962977597052592,5.97831094149395,394.77301,25267100
2014-10-16,5.977664779295151,5.988477608143961,5.921766088360018,5.946875047779149,382.556,26990000
2014-10-17,5.94739774179523,5.954484114850462,5.9279628429565365,5.950012135166415,383.757996,13600700
2014-10-18,5.950580084490802,5.9792856596161155,5.937459706114239,5.969837320542492,391.441986,11416800
2014-10-19,5.969356960332505,5.976196062284373,5.9570206095745775,5.964981932794992,389.54599,5914570
2014-10-20,5.964172966875153,5.966362139000396,5.9355606771751095,5.9476302101407255,382.845001,16419000
2014-10-21,5.9465220698382,5.972908432392091,5.9423636240330024,5.9570671984073345,386.475006,14188900
2014-10-22,5.95614305071883,5.962488746562918,5.946072210404132,5.948447410650634,383.15799,11641300
2014-10-23,5.94793578321551,5.953368012229452,5.876185535951349,5.881697090691208,358.416992,26456900
2014-10-24,5.882182471620375,5.898101223698302,5.867331686730564,5.881496212293791,358.345001,15585700
2014-10-25,5.8822382132388995,5.88571782354815,5.837371823101253,5.850105443449509,347.270996,18127500
2014-10-26,5.850727254233131,5.8839378202412185,5.840441055858911,5.871283667044118,354.70401,11272500
2014-10-27,5.871489445629889,5.882296762435091,5.8573872626544805,5.8664369346359715,352.989014,13033000
2014-10-28,5.867076925359653,5.886059611019139,5.865558255087099,5.8794654083621145,357.618011,7845880
2014-10-29,5.8779850196248695,5.880066419474719,5.8151538498475785,5.815893165532857,335.591003,18192700
2014-10-30,5.8162447579596455,5.860538312396575,5.814345407245153,5.844428064181354,345.304993,30177900
2014-10-31,5.843570512343048,5.8523318191109315,5.820504200656011,5.823995190322192,338.321014,12545400
2014-11-01,5.824967107943505,5.830500267339355,5.771612426213814,5.786127124672471,325.748993,16677200
2014-11-02,5.787127453057695,5.796209678433506,5.770275356660843,5.78656603199804,325.891998,8603620
2014-11-03,5.785574420750526,5.81114702289864,5.785304051340625,5.791652884238325,327.553986,12948500
2014-11-04,5.790452438093078,5.804432909277271,5.784062065040043,5.800582465353079,330.492004,15655500
2014-11-05,5.8011602548947705,5.8388056357073745,5.8011602548947705,5.827432685470039,339.485992,19817200
2014-11-06,5.827350251572645,5.866371743513438,5.8242995797066435,5.855902548483589,349.290009,18797000
2014-11-07,5.857412999226166,5.865708547615929,5.834155554641212,5.836023478003137,342.415009,16834200
2014-11-08,5.835260904727783,5.849417032175642,5.835260904727783,5.844957930593671,345.488007,8535470
2014-11-09,5.844633698910702,5.896125886148073,5.8413826763556544,5.895129864680019,363.264008,24205600
2014-11-10,5.892376029617156,5.926435265567221,5.879305990932784,5.905154772119916,366.924011,30450100
2014-11-11,5.902242533005122,5.917037287833706,5.896425539283213,5.907253809210407,367.695007,15838900
2014-11-12,5.908042135706087,6.063129149341684,5.908042135706087,6.0486975533047405,423.561005,45783200
2014-11-13,6.057423176601688,6.124886842844155,5.994268078538638,6.042003146159636,420.734985,58945000
2014-11-14,6.036478523780759,6.0384722045081185,5.9526951347031964,5.985994596668965,397.817993,29589200
